cdepaysiso4npere,cdepaysiso4nfils,gpeterfils,datcre,usercre,datmaj,usermaj,datdbtvld,datfinvld
2136,3104,0,2014-08-22 10:01:36.000000,TASSINB,2014-08-22 10:01:36.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3104,3010,0,2014-08-22 10:01:36.000000,TASSINB,2014-08-22 10:01:36.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3104,2039,0,2014-08-22 10:01:36.000000,TASSINB,2014-08-22 10:01:36.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3035,32,0,2012-12-17 17:17:20.000000,MASSONR,2012-12-17 17:17:20.000000,MASSONR,1900-01-01 00:00:00.000000,
3035,68,0,2012-12-17 17:17:20.000000,MASSONR,2012-12-17 17:17:20.000000,MASSONR,1900-01-01 00:00:00.000000,
3035,152,0,2012-12-17 17:17:20.000000,MASSONR,2012-12-17 17:17:20.000000,MASSONR,1900-01-01 00:00:00.000000,
3035,170,0,2012-12-17 17:17:20.000000,MASSONR,2012-12-17 17:17:20.000000,MASSONR,1900-01-01 00:00:00.000000,
3035,218,0,2012-12-17 17:17:20.000000,MASSONR,2012-12-17 17:17:20.000000,MASSONR,1900-01-01 00:00:00.000000,
3035,600,0,2012-12-17 17:17:20.000000,MASSONR,2012-12-17 17:17:20.000000,MASSONR,1900-01-01 00:00:00.000000,
3035,604,0,2012-12-17 17:17:20.000000,MASSONR,2012-12-17 17:17:20.000000,MASSONR,1900-01-01 00:00:00.000000,
3035,858,0,2012-12-17 17:17:20.000000,MASSONR,2012-12-17 17:17:20.000000,MASSONR,1900-01-01 00:00:00.000000,
3035,862,0,2012-12-17 17:17:20.000000,MASSONR,2012-12-17 17:17:20.000000,MASSONR,1900-01-01 00:00:00.000000,
3035,328,0,2012-12-17 17:17:20.000000,MASSONR,2012-12-17 17:17:20.000000,MASSONR,1900-01-01 00:00:00.000000,
